iteration,t_ff,t_pr,t_min
1,0.00043679999998857966,0.000951400000076319,0.0034338000000389
2,0.00026479999996809056,0.00046849999989717617,0.0020409000001109234
3,0.0005816000000322674,0.009295399999928122,0.0019852000000355474
4,0.00046839999981784786,0.004770600000028935,0.0017493000000285974
5,0.00019050000014431134,0.0003856000000723725,0.0017317000001639826
6,0.00022930000000087603,0.006015100000013263,0.001110599999947226
7,0.00016770000001997687,0.00031209999997372506,0.002000599999973929
8,0.00026109999998880085,0.006192800000007992,0.001173099999959959
9,0.0002394999999069114,0.004722899999933361,0.003196699999989505
10,0.0003180999999585765,0.004959500000040862,0.0019059999999626598
11,0.00015980000011950324,0.0002670999999736523,0.0009291000001212524
12,0.0003527999999732856,0.007336800000075527,0.0006733999998687068
13,0.0002666000000317581,0.0005628999999771622,0.0020904000000427914
14,0.00029810000000907166,0.004857099999981074,0.0012735000000247965
15,0.00016639999989820353,0.00028350000002319575,0.0019853000001148757
16,0.00015630000007149647,0.00024460000008730276,0.0009054999998170388
17,0.0004926999999952386,0.0038166000001638167,0.0028465000000323926
18,0.00042380000013508834,0.0005155999999715277,0.0026176999999734107
19,0.0002509999999347201,0.0003550000001268927,0.0019697000000178377
20,0.00017230000003110035,0.0003460000000359287,0.0012415999999575433
21,0.00037140000017643615,0.0037260999999944033,0.0018006999998760875
22,0.00017579999985173345,0.00031449999983124144,0.001240600000073755
23,0.00043419999997240666,0.004578600000058941,0.0010505000000193832
24,0.0001864999999270367,0.005939399999988382,0.0009989000000132364
25,0.0001427999998213636,0.0003374000000349042,0.0017783000000690663
26,0.000469199999997727,0.0006100000000515138,0.004523900000094727
27,0.00043659999982992304,0.004438899999968271,0.0015688000000864122
28,9.520000003249152e-05,0.0001454999999168649,0.0014730000000326982
29,0.0001833999999689695,0.006401100000175575,0.0014745000000857544
30,0.00030900000001565786,0.004033599999957005,0.001331400000026406
31,0.0002888999999868247,0.000463999999965381,0.0021080999999867345
32,0.00034209999989798234,0.0006190999999944324,0.0016562000000703847
33,0.0002993999999034713,0.0005940999999438645,0.0011449999999513238
34,0.00018769999996948172,0.004422599999998056,0.0012613999999757652
35,0.00017890000003717432,0.00034899999991466757,0.001835499999970125
36,0.00035209999987273477,0.0006610999998883926,0.003533100000140621
37,0.0003269000001182576,0.00040200000012191595,0.0020074000001386594
38,0.00024660000008225325,0.004089400000111709,0.001983899999913774
39,0.00027089999980489665,0.0007829000001038366,0.002185800000006566
40,0.0004196999998384854,0.0005409000000327069,0.003217700000050172
41,0.0001844999999320862,0.0005876000000171189,0.0013977000000977569
42,0.00018180000006395858,0.0003185999999004707,0.002218399999946996
43,0.00028870000005554175,0.00044150000007903145,0.0021810000000641594
44,0.00045340000019677973,0.000632399999858535,0.0029279999998834683
45,0.00022940000008020434,0.0058184000001801905,0.0007028999998510699
46,0.0002500000000509317,0.0060673999998925865,0.002581200000122408
47,0.0008496000000377535,0.005828099999916958,0.002345600000126069
48,0.00010720000000219443,0.007509099999879254,0.0005889999999908468
49,0.0002457999999023741,0.00043149999987690535,0.0014066999999613472
50,0.00013450000005832408,0.0002698000000691536,0.0011779999999816937
51,0.00021949999995740654,0.00046329999986483017,0.001617800000076386
52,0.00017049999996743281,0.0003237999999328167,0.0008888999998362124
53,0.00042550000011942757,0.0063303000001724286,0.0023693000000548636
54,0.0002142000000731059,0.0003307999998014566,0.0020627999999760505
55,0.00020329999983914604,0.0004100000001017179,0.0014845000000605069
