iteration,t_ff,t_pr,t_min
1,0.00010969999993903912,0.00014770000007047202,0.00018210000007456983
2,0.00011150000000270666,0.0010115999998561165,0.00017170000000987784
3,0.00012300000003051537,0.0001939000001129898,0.00021909999986746698
4,8.460000003651658e-05,0.0007047999999940657,0.00020300000005590846
5,6.0699999949065386e-05,0.00021340000012060045,0.0001641999999719701
6,7.559999994555255e-05,0.0008202999999866734,0.00023149999992710946
7,4.930000000058499e-05,9.909999994306418e-05,6.800000005569018e-05
8,6.239999993340462e-05,0.00010699999984353781,0.00015170000006037299
9,2.7400000135457958e-05,3.860000015265541e-05,3.4300000152143184e-05
10,6.690000009257346e-05,0.00013130000002092856,0.00033280000002378074
11,3.979999996772676e-05,0.0006407999999282765,7.039999991320656e-05
12,6.0300000086499495e-05,8.89000000370288e-05,0.0002079000000776432
13,6.099999995967664e-05,9.280000017497514e-05,0.00011790000007749768
14,4.820000003746827e-05,8.35999999253545e-05,0.00017129999991993827
15,3.360000005159236e-05,0.0006820999999490596,6.220000000212167e-05
16,7.970000001478184e-05,0.0004300999999031774,0.00012310000010984368
17,8.479999996779952e-05,0.00014860000010230578,0.00011470000004010217
18,4.8800000058690784e-05,8.539999998902204e-05,0.00011930000005122565
19,5.499999997482519e-05,8.290000005217735e-05,0.0002220000001216249
20,4.3900000036956044e-05,0.000754400000005262,0.0002053000000614702
21,3.5499999967214535e-05,0.0007200000000011642,5.7200000128432293e-05
22,8.950000005825132e-05,0.0007954000000154338,0.00022950000015953265
23,0.00010120000001734297,0.00021760000004178437,0.0003374000000349042
24,4.549999994196696e-05,4.809999995813996e-05,0.00016080000000329164
25,5.699999996977567e-05,0.00143900000011854,9.790000012799283e-05
26,0.00015289999987544434,0.0002823000002081244,0.00017279999997299456
27,6.050000001778244e-05,0.00010420000012345554,0.00010910000014519028
28,5.0999999984924216e-05,0.0005727000000206317,0.00013239999998404528
29,6.79999998283165e-05,0.00016980000009425567,0.0001142999999501626
30,6.379999990713259e-05,0.0005177000000458065,7.320000008803618e-05
31,7.74000000092201e-05,0.00013790000002700253,0.00022269999999480206
32,8.750000006330083e-05,0.00013839999996889674,0.00031420000004800386
33,3.870000000461005e-05,6.819999998697313e-05,0.00017189999994116079
34,5.4500000032930984e-05,8.649999995213875e-05,0.00015439999992850062
35,4.99000000218075e-05,0.0001209999998081912,0.00022319999993669626
36,5.319999991115765e-05,8.769999999458378e-05,0.00020199999994474638
37,4.4399999978850246e-05,0.0009907999999541062,0.00017679999996289553
38,7.260000006681366e-05,0.0007907000001523556,0.00014269999996940896
39,6.010000015521655e-05,0.00011760000006688642,0.0002618999999413063
40,0.00010350000002290471,0.0005697999999938475,0.00023149999992710946
41,5.3499999921768904e-05,0.000766000000112399,0.00010829999996531114
42,5.4600000112259295e-05,0.0007503000001634064,0.00013550000016948616
43,6.0699999949065386e-05,0.00010130000009667128,0.00017400000001543958
44,7.47999999930471e-05,0.0006145000002106826,0.00023249999981089786
45,3.819999983534217e-05,6.499999994957761e-05,6.940000002941815e-05
46,2.2299999955066596e-05,0.0008616000000074564,5.3600000001097214e-05
47,6.110000003900495e-05,0.0004934000000957894,8.020000018404971e-05
48,0.00010480000014467805,0.000926599999957034,0.0003455000000940345
49,6.65000000026339e-05,0.00013639999997394625,8.869999987837218e-05
50,0.00010249999991174263,0.0006547000000409753,0.00047629999994569516
51,0.00010169999995923718,0.000588499999821579,0.0002519999998185085
52,6.689999986519979e-05,5.880000003344321e-05,6.320000011328375e-05
53,7.240000013553072e-05,0.0006217000000106054,0.00016830000004119938
