iteration,t_ff,t_pr,t_min
54,6.400000006578921e-05,0.00010279999992235389,0.00017030000003614987
55,5.779999992228113e-05,0.0005819000000428787,0.0002561999999670661
56,7.119999986571202e-05,0.00020859999995082035,0.00016909999999370484
57,5.469999996421393e-05,0.00012409999999363208,0.00018850000014936086
58,5.420000002231973e-05,0.00011000000017702405,0.00017939999997906853
59,5.0999999984924216e-05,8.830000001580629e-05,0.00022330000001602457
60,6.669999993391684e-05,0.0006988999998611689,0.00010720000000219443
61,5.4500000032930984e-05,0.00013500000000021828,8.250000018961146e-05
62,2.9199999971751822e-05,5.0700000201686635e-05,0.0001248000000941829
63,4.46999999894615e-05,7.870000013099343e-05,0.00022530000001097505
64,6.519999988086056e-05,0.00019659999998111743,0.00010729999985414906
65,6.429999984902679e-05,0.0007508000001053006,0.00010109999993801466
66,9.300000010625808e-05,0.0005878000001757755,0.00015040000016597332
67,0.0001560000000608852,0.0001812999998946907,0.00020539999991342484
68,0.0001472000001285778,0.0007554999999683787,0.0005022000000280968
69,5.920000012338278e-05,8.800000000519503e-05,0.00020799999992959783
70,0.00011360000007698545,0.0011970000000474101,0.000278600000001461
71,0.00017279999997299456,0.0013129000001299573,0.00043640000012601377
72,6.759999996575061e-05,0.00014669999995930993,0.00022220000005290785
73,8.549999984097667e-05,0.00012300000003051537,0.0001609999999345746
74,5.909999981668079e-05,0.00010640000004968897,0.0002441999999973632
75,4.669999998441199e-05,0.0005965000000287546,0.0002251000000796921
76,5.160000000614673e-05,8.460000003651658e-05,0.00015409999991788936
77,5.170000008547504e-05,9.490000002188026e-05,0.00020360000007713097
78,9.109999996326223e-05,0.0007450000000517321,0.00012900000001536682
79,7.120000009308569e-05,0.0004936000000270724,0.0001288999999360385
80,5.7700000070326496e-05,0.00047800000015740807,6.960000018807477e-05
81,4.1999999893960194e-05,0.0006638999998358486,6.559999997080013e-05
82,9.959999988495838e-05,0.00011710000012499222,0.00012309999988247
83,4.809999995813996e-05,0.00011880000010933145,0.00018640000007508206
84,5.229999987932388e-05,6.869999992886733e-05,0.00015799999982846202
85,6.12999999702879e-05,0.0005560000001878507,8.900000011635711e-05
86,5.519999990610813e-05,0.0005834999999478896,0.00011280000012448
87,6.640000015067926e-05,0.00011250000011386874,0.0001383000001169421
88,6.890000008752395e-05,0.0013109999999869615,0.00014679999981126457
89,6.630000007135095e-05,0.0001383000001169421,0.00013069999999970605
90,8.930000012696837e-05,0.0006124999999883585,0.00011229999995521212
91,5.650000002788147e-05,0.00012939999987793271,0.00036920000002282904
92,6.17999999121821e-05,0.0010454000000663655,0.0001283999999941443
93,4.16000000313943e-05,5.8600000102160266e-05,7.17000000349799e-05
94,0.0001798000000690081,0.001089599999886559,0.0002432000001135748
95,8.290000005217735e-05,0.0006207999999787717,0.00012240000000929285
96,8.37000000046828e-05,0.0005464000000756641,0.0001620999998976913
97,6.869999992886733e-05,6.380000013450626e-05,0.0001242000000729604
98,4.73000000056345e-05,6.91000000188069e-05,0.00020570000015140977
99,8.19999997929699e-05,0.00019870000005539623,0.0001428999999006919
100,4.430000012689561e-05,0.0006768000000647589,7.600000003549212e-05
