iteration,t_ff,t_pr,t_min
1,7.89547020001919,0.8270851999986917,1560.65790380002
2,9.475782100023935,454.1069228000124,1740.6278514000005
3,9.59378269998706,1101.9715760000108,1400.4366913000122
4,8.754655299999285,1.0863741999783088,1494.286392000009
5,9.861714600003324,1222.899795300007,1635.6307898999949
6,9.690539900009753,436.41966220000177,1415.5901245000132
7,9.718325500027277,451.97652590001235,1814.4802303999895
8,9.744579899997916,998.3099976999802,1531.742809999996
9,8.93062950001331,1.0145969000004698,1564.2207541000098
10,9.970120000012685,855.2106809999677,5253.963651500002
11,38.77043880004203,2381.4572663000436,5972.4658674999955
12,14.191799099964555,716.8605044000433,2278.3669002000242
13,13.601442700019106,1202.5817310999846,1863.9506831999752
14,9.189788299961947,1.1415375000215136,1901.6410204999847
15,9.201491000014357,1079.9082339000306,1867.5845185999642
16,8.622427199967206,1.3039589999825694,1663.9747381000197
17,9.30452870001318,954.0409051000024,1589.800139900006
18,8.87183840002399,1.3863525000051595,1574.8015101999626
19,9.31839090003632,1.234940100053791,1807.5293788000126
20,9.14769279997563,959.4917009000201,1522.3926310999668
21,9.429633899999317,519.013019200007,1943.661463299999
22,9.486884099955205,824.8792033999925,1656.796872499981
23,9.550288200029172,1.3066229000105523,1739.8048035999527
24,9.296673999982886,1.2425079000531696,1672.68762599997
25,10.014238999981899,713.4243452000082,1613.8497426999966
26,9.222401100036222,1.0792308999807574,1700.1313156000106
27,8.750072399969213,0.9146593000041321,2028.0759483000147
28,9.586938699998427,1.2335404000477865,1453.4980974000064
29,8.910886199970264,1.383404000021983,1583.2335196000058
30,8.32373970001936,1.082223300007172,1559.0651972999913
31,9.841205800010357,1150.7030847000424,1618.4131063999957
32,9.251741900050547,1059.6022656999994,1679.1820172000444
33,8.709793700021692,0.9678147999802604,1729.2124750000075
34,9.40637969999807,1017.231113100017,2199.163569699973
35,8.77963030000683,1.1081625000224449,1866.5685680999886
36,8.907060700003058,1.0337776000378653,1938.1400826000026
37,9.836554899986368,797.7590699000284,1766.1690380999935
38,9.192871400038712,1.3526039999560453,1877.79747520003
39,8.359702799993102,1.3328852999839,2040.4709858000278
40,9.934715899988078,895.6396269000252,2040.7548467000015
41,9.008525900018867,1.2884487999835983,1572.997768000001
42,9.769285300048068,1123.9266398999607,1559.0857088000048
43,9.227348199987318,1.1304986999602988,1631.1738533000462
44,9.704101000039373,1.181277499999851,1356.9700359999551
45,8.8229232999729,938.1151236000005,1807.2245180000318
46,7.96501410001656,1.0314674999681301,1934.3256794000044
47,9.749488100002054,1089.4151030000066,1722.607943399984
48,9.998737999994773,987.7187300000223,1533.3544085000176
49,9.61279480002122,830.2097071000026,1956.110577400017
50,9.216553800040856,796.5270457000006,1479.181597799994
51,9.550454000011086,832.3030649999855,1761.273520399991
52,8.571672499994747,1.0056992000318132,1807.0608788999962
53,10.2311064999667,972.3829242000356,1750.9464090999682
54,9.251206899993122,1.3384726000367664,1598.6589818000211
55,9.858926900022198,955.3878975000116,1447.0666525000124
56,9.85217869997723,1001.9646664999891,1772.0560610000393
57,9.633579200017266,618.2105197000201,1444.925367399992
58,8.641378099971917,1.2522441999753937,1681.356581900036
59,9.248045800020918,1036.542391099967,1447.2137517000083
60,9.235456700029317,1.2790843999828212,1645.1462589000002
61,9.62883179995697,814.3362346000504,1589.3524414999993
62,10.0325412999955,752.0599848999991,1705.2856691000052
63,8.31733340001665,1.0376375999767333,1698.2264953000122
64,9.130921899981331,1.2070210999809206,1767.721718500019
65,9.358757700014394,1.4347338999505155,1831.886571500043
66,9.590592699998524,953.1958003999898,1496.4828081000014
67,9.393174599972554,1.2213236999814399,1760.551587700029
68,8.596823200001381,1.18966430000728,1938.2667102999985
69,9.956248899979983,1.3171803000150248,1668.8081113999942
70,10.000751500017941,560.3315828000195,1486.5240948000574
71,9.535635799984448,838.969821000006,1580.8117566999863
72,9.67478870000923,1055.493513799971,1683.6580915999948
73,7.994655499991495,1.0598645000136457,1609.3892967999564
74,9.698414300044533,1.1160245000501163,2006.1558908000006
75,9.082733599992935,1028.6536223000148,1796.6351178999757
76,8.979012300027534,1.746567199996207,1923.8857397999964
77,9.613462100038305,1.1447008000104688,1790.2537611000007
78,9.513849999988452,801.6090197000303,2192.005679199996
79,9.014401099993847,1.2431139000109397,1777.216193499975
80,9.095233000000007,1.1369870999478735,1396.082890700025
81,9.858850100019481,477.8159188000136,2000.2438380999956
82,9.886172599974088,1.3141341999871656,1944.307193799992
83,9.57432479999261,832.0467377000023,1535.2637721999781
84,9.467473700002301,967.6954193999991,1518.4806171999662
85,8.87584659998538,1.2958083000266925,2285.87308260001
86,9.931563900026958,974.600011100003,1895.206513400015
87,11.38924049999332,1065.5561739999685,1795.6395548
88,9.094960299960803,1.0202907000202686,1385.0693905000226
89,9.671318700013217,1.1696853999746963,1513.4058564000297
90,9.227592999988701,1.1968618999817409,2003.0609966000193
91,9.02162519999547,1.1466973999631591,1791.1734228000278
92,8.779103000008035,1.048700999992434,1431.8626907000435
93,9.835036400007084,963.3563221999793,1957.1491972000222
94,9.403891600028146,1.2619848999893293,1653.7935854999814
95,10.202980700007174,1.601043100003153,2419.1329457999673
96,8.195636399963405,0.9523753999965265,1352.7445471999818
97,10.029250900028273,1.4353930999641307,2421.2703218000242
98,9.968766800011508,1241.8626649999642,1726.8075909999898
99,8.00776400003815,0.8851046999916434,1687.1638519999688
100,8.758131599985063,1.1874012000043876,1385.6256204000092
