n,Temps_FF,Temps_PR,Temps_MinCout
2,0.003320000003441237,0.0019425999926170334,0.0023877000057836995
4,0.003913799999281764,0.004219199996441603,0.0025687000015750527
3,0.0032290999952238053,0.002367900000535883,0.0014023000112501904
